,Response,Error,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website
3816,True,,Gushonure hitozuma kyôshi - Seifuku de idaite,1999,NaN,29 Oct 1999,62 min,Drama,Shinji Imaoka,Shinji Imaoka,"Mitsuyo Suwa, Takeshi Itô, Atsuko Suzuki",NaN,Japanese,Japan,1 win,https://m.media-amazon.com/images/M/MV5BMmMwMzQ5MTEtYmY4Yi00ODAyLTkyYWEtY2IxM2MxZjgyOTdmXkEyXkFqcGdeQXVyMjkyMDI4NTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",NaN,5.9,24,tt0944102,movie,NaN,NaN,NaN,NaN
3817,True,,"Riopelle, sans titre, 1999, collage",1999,NaN,NaN,55 min,Documentary,Pierre Houle,NaN,NaN,NaN,NaN,NaN,NaN,NaN,[],NaN,NaN,NaN,tt0947067,movie,NaN,NaN,NaN,NaN
3818,True,,Behind the Forest,1999,NaN,NaN,75 min,Documentary,"Jérôme Cler, Gulya Mirzoeva",NaN,NaN,"The film focuses on the story of a shepherd minstrel Hayri Dev from Denizli, Çameli district. He was made known by the French etnomusicologist Jerome Cler. After Cler realized this film in ...",NaN,"France, Germany",NaN,https://m.media-amazon.com/images/M/MV5BODE5NDcxNDYtNmI3MC00Y2Y3LWJjZGQtNjMxNTAwNjRmZDA0XkEyXkFqcGdeQXVyODc0NjUxNzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",NaN,6.2,5,tt0950586,movie,NaN,NaN,NaN,NaN
3819,True,,Steve,1999,NaN,26 Nov 1999,100 min,Drama,D.W. Gordon,NaN,"Alison Minors, Laura Bil, Pasha McKenley, Arlea Ashcroft",Four women all move into an apartment on the first of the month to live with their boyfriend. The problem is that it's the same apartment and the same boyfriend: Steve. Steve has ...,English,Canada,NaN,https://m.media-amazon.com/images/M/MV5BMTQxODc1MTE0MF5BMl5BanBnXkFtZTcwODU2OTU0MQ@@._V1_SX300.jpg,[],NaN,NaN,NaN,tt0953603,movie,NaN,NaN,NaN,NaN
3820,True,,Honey,1999,NaN,01 Jun 1999,84 min,"Drama, Romance",David Ball,David Ball,"Kamal Al-Marati, Christopher Michael Bauer, Katie Firth, Laura Flanagan","Two couples each know their relationships is over but don't have the guts to end it--so they find themselves fighting to hold on to something they know is not worth saving. ""One of the great contemporary works of art.""--Ray Carney",English,USA,NaN,https://m.media-amazon.com/images/M/MV5BMTQzMTM0NzI1MF5BMl5BanBnXkFtZTgwMDA3MTA2MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",NaN,6.8,16,tt0954944,movie,NaN,NaN,NaN,NaN
3821,True,,Magnum Photos - Ein Mythos ändert sich,1999,NaN,01 Dec 2007,90 min,Documentary,Reiner Holzemer,NaN,"Eve Arnold, Henri Cartier-Bresson, Luc Delahaye","MAGNUM PHOTOS captures on film Magnum photographers Martin Parr, Larry Towell, Luc Delahaye and Donovan Wylie, the youngest member, in the field. Well-known photographers Rene Burri and Philipp Jones Griffiths discuss the history of ",NaN,Germany,NaN,https://m.media-amazon.com/images/M/MV5BNTJiNDQzOTQtZjY2OC00Y2ExLTgyOWYtMTUyMGVhMGQ1ZTE1XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",NaN,6.9,29,tt0961737,movie,NaN,NaN,NaN,NaN
3822,True,,Wolken über dem Paradies,1999,NaN,01 Jul 1999,96 min,NaN,Bernhard Semmelrock,Bernhard Semmelrock,"Martin Müller, Katharina Stemberger, Peter Appiano",NaN,German,Austria,NaN,NaN,[],NaN,NaN,NaN,tt0962787,movie,NaN,NaN,NaN,NaN
3823,True,,Sautela,1999,NaN,12 Nov 1999,139 min,Action,Rama Rao Tatineni,NaN,"Vinay Anand, Mithun Chakraborty, Gulshan Grover, Rohini Hattangadi",NaN,Hindi,India,NaN,NaN,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}]",NaN,4.9,8,tt0978703,movie,NaN,NaN,NaN,NaN
3824,True,,Amarkalam,1999,Not Rated,05 Feb 1999,148 min,"Action, Drama, Romance",Sarann,NaN,"Ajith Kumar, Shalini, Raghuvaran","A crook is asked by an ex-gang leader to hold the commissioner's daughter captive for two days to ruin the family's honor. The girl while captive falls in love with the crook, but he rejects her.",Tamil,India,1 win,https://m.media-amazon.com/images/M/MV5BNjY2ZGM4ZTAtOWFjYS00ZWI2LWFkN2UtN2Q5NjUxNjk3NGFmXkEyXkFqcGdeQXVyODEzOTQwNTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",NaN,7.3,"1,739",tt0984177,movie,NaN,NaN,NaN,NaN
3825,True,,Lo Main Aa Gaya,1999,NaN,08 Jan 1999,NaN,Action,Mahesh Kothare,Sanjay Kumar,"Kishori Ambiye, Vinay Anand, Laxmikant Berde",Lo Main Aagaya is a film that takes you in the realms of fantasy and brings out the wildest imaginations to life. A story of a young police constable Ajay who joins the police force with a dream of doing something great. Soon his dre,Hindi,India,NaN,https://m.media-amazon.com/images/M/MV5BOTA2MDYyZGQtOWIwNy00YjNhLThhMzktMzJhYjQ5YTg1OWVhXkEyXkFqcGdeQXVyNjkwOTg4MTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",NaN,6.4,20,tt0985641,movie,NaN,NaN,NaN,NaN
3826,True,,Bittersweet: Stories of Open Adoption,1999,NaN,13 Mar 1999,53 min,Documentary,Steve Garrett,NaN,NaN,"The story of five courageous women of different ages and backgrounds who share their heartbreak, strength and hope as the move through the process of choosing open adoption for their children.",English,USA,NaN,NaN,[],NaN,NaN,NaN,tt0996357,movie,NaN,NaN,NaN,NaN
3827,True,,Montagnes de rêve: le Mont-Blanc,1999,NaN,15 Mar 1999,49 min,Documentary,NaN,NaN,"Carole Dechantre, Jean Paul Lemercier","2nd episode. The climb takes place over two days. We must first climb Aiguille du Goûter at the top of which is located, at 3,817 meters above sea level, the refuge of Goûter, a small metal...",French,Switzerland,NaN,https://m.media-amazon.com/images/M/MV5BYmFjYjgxOTQtODIzMi00OTIzLTlkZjQtZmEzYTFiNjVkMTJlXkEyXkFqcGdeQXVyMjQ1NDgwNDc@._V1_SX300.jpg,[],NaN,NaN,NaN,tt10006748,movie,NaN,NaN,NaN,NaN
3828,True,,Zelyonyy slonik,1999,NaN,NaN,90 min,"Comedy, Horror, Thriller",Svetlana Baskova,Svetlana Baskova,"Sergey Pakhomov, Vladimir Epifantsev, Aleksandr Maslaev",Two Russian prisoners are abused mentally and physically.,Russian,Russia,NaN,https://m.media-amazon.com/images/M/MV5BM2QxNTA1NDgtMDQ1YS00MDBhLThjOWYtNWY4YWY4MzkwZTM2XkEyXkFqcGdeQXVyNDcwNDE0Nzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",NaN,5.5,"2,319",tt1003080,movie,NaN,NaN,NaN,NaN
3829,True,,Derinlerdeki Tarih,1999,NaN,NaN,57 min,Documentary,Savas Karakas,Savas Karakas,Savas Karakas,NaN,"Turkish, English",Turkey,NaN,https://m.media-amazon.com/images/M/MV5BNzQ2NDM2OTUtM2JmMC00ZmIyLWEzNTgtMDNiZWRmMDAyMjUxXkEyXkFqcGdeQXVyOTI1Mjc0OA@@._V1_SX300.jpg,[],NaN,NaN,NaN,tt10073602,movie,NaN,NaN,NaN,NaN
3830,True,,Aasaiyil Oru Kaditham,1999,NaN,NaN,126 min,"Action, Drama, Romance",Selva,Krishna Murali Posani,"Anand, Chandini, Kausalya, Prashanth",Aasaiyil Oru Kaditham is a story about Karthik (Prashanth) who falls in love with Lakshmi (Kausalya) without knowing the fact that she is his best friend Anand's (Anand) fiance. Things turn...,Tamil,India,NaN,https://m.media-amazon.com/images/M/MV5BNjM0YmI2M2QtYjc5Ni00MTQxLTk0MmUtY2NlZDA2NmJhY2I0XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,[],NaN,NaN,NaN,tt10075042,movie,NaN,NaN,NaN,NaN
3831,True,,Homecoming: Sometimes I Am Haunted by Memories of Red Dirt and Clay,1999,NaN,NaN,57 min,Documentary,Charlene Gilbert,NaN,NaN,NaN,English,United States,NaN,NaN,[],NaN,NaN,NaN,tt10110928,movie,NaN,NaN,NaN,NaN
3832,True,,Viralukketha Veekkam,1999,Not Rated,16 Jul 1999,156 min,Comedy,V. Shekhar,V. Shekhar,"Livingston, Vadivelu, Vivek, Kushboo","Three wives have had enough of their husbands' irresponsible ways and get jobs to manage their homes, but the husbands get upset over losing their positions as breadwinners.",Tamil,India,NaN,https://m.media-amazon.com/images/M/MV5BNDE5YjY0N2UtMGFkMC00OTY1LThiYjItNTViMDQyNDEyMTU4XkEyXkFqcGdeQXVyMjA4OTI5NDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",NaN,7.1,31,tt10157546,movie,NaN,NaN,NaN,NaN
3833,True,,Soldiers of Peace: A Children's Crusade,1999,NaN,NaN,45 min,Documentary,Kyra Thompson,Kyra Thompson,B.K. Cooper,"Seen through the eyes of five teenage leaders of the Children's Peace Movement, this powerful film takes us on a journey of hope through Colombia's landscape of terror. In May 1999, Dilia, ...",English,USA,NaN,NaN,[],NaN,NaN,NaN,tt10166762,movie,NaN,NaN,NaN,NaN
3834,True,,Yao wang cha li la,1999,NaN,NaN,NaN,Drama,Xiaolie Wang,NaN,NaN,NaN,Chinese,China,1 nomination.,NaN,[],NaN,NaN,NaN,tt10173416,movie,NaN,NaN,NaN,NaN
3835,True,,Xiao bei liu lang ji,1999,NaN,NaN,NaN,Animation,NaN,NaN,NaN,NaN,Chinese,China,1 nomination.,NaN,[],NaN,NaN,NaN,tt10173424,movie,NaN,NaN,NaN,NaN
3836,True,,Gong he guo zhu xi liu shao qi,1999,NaN,NaN,NaN,Documentary,NaN,NaN,NaN,NaN,Chinese,China,1 win.,NaN,[],NaN,NaN,NaN,tt10173430,movie,NaN,NaN,NaN,NaN
3837,True,,Hui shi san jiang,1999,NaN,NaN,NaN,Documentary,NaN,NaN,NaN,NaN,Chinese,China,1 nomination.,NaN,[],NaN,NaN,NaN,tt10173438,movie,NaN,NaN,NaN,NaN
3838,True,,Shi ji da dian,1999,NaN,NaN,NaN,Documentary,NaN,NaN,NaN,NaN,Chinese,China,1 nomination.,NaN,[],NaN,NaN,NaN,tt10173452,movie,NaN,NaN,NaN,NaN
3839,True,,Bing yu huo,1999,NaN,26 Oct 1999,NaN,Drama,Xueyang Hu,NaN,Xi Chen,NaN,Chinese,China,2 wins & 5 nominations,NaN,[],NaN,NaN,NaN,tt10173460,movie,NaN,NaN,NaN,NaN
3840,True,,Annan,1999,NaN,29 Mar 1999,NaN,Drama,Anu Mohan,NaN,NaN,NaN,Tamil,India,NaN,NaN,[],NaN,NaN,NaN,tt10183620,movie,NaN,NaN,NaN,NaN
3841,True,,Bean That Can Sing a Song,1999,NaN,NaN,NaN,Drama,NaN,NaN,NaN,NaN,Chinese,China,1 nomination.,NaN,[],NaN,NaN,NaN,tt10188342,movie,NaN,NaN,NaN,NaN
3842,True,,Beyond Beautiful,1999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,[],NaN,NaN,NaN,tt10192652,movie,NaN,NaN,NaN,NaN
3843,True,,Raja,1999,NaN,01 Jan 1999,NaN,Drama,Suresh Krishna,NaN,NaN,NaN,Hindi,India,NaN,NaN,[],NaN,NaN,NaN,tt10195906,movie,NaN,NaN,NaN,NaN
3844,True,,Anatomia de uma Exposição,1999,NaN,NaN,NaN,Documentary,Arthur Omar,NaN,NaN,"(1999) Beta 60 min. The author comments, one by one, all the pictures that compose Antropologia da Face Gloriosa, shown at CCBB. Informal camera by Luis Felipe Sá. Verbal improvisation. ...",Portuguese,Brazil,NaN,NaN,[],NaN,NaN,NaN,tt1020777,movie,NaN,NaN,NaN,NaN
3845,True,,Dreams of Glass: Sana'y Ngayon Ang Bukas,1999,NaN,NaN,NaN,Drama,Felino Tañada,NaN,"Rey 'PJ' Abellana, Sandy Andolong, Rome Romanne, Sonny Madera","Dreams of Glass: Sana'y Ngayon Ang Bukas is a low-budget independent Foreign language film shot entirely in the USA. A romantic melodrama, it stars REY ""PJ"" ABELLANA (one of the Phillipines...",Tagalog,USA,NaN,https://m.media-amazon.com/images/M/MV5BNjAyOTRmNWMtMTk2ZC00MjEyLThhZDYtMTFlZjRmMjVhOWZmXkEyXkFqcGdeQXVyMTQ2NTQyNDM@._V1_SX300.jpg,[],NaN,NaN,NaN,tt10243722,movie,NaN,NaN,NaN,NaN
3846,True,,Doi Tàu,1999,NaN,NaN,84 min,Drama,Truong Dung,"Phan Thi Dieu Thuy (based on a short story by), Phan Cao Toai","Khánh Kim, Le Trung Cuong, Lê Bình, Khánh Hà",NaN,Vietnamese,Vietnam,NaN,NaN,[],NaN,NaN,NaN,tt10272550,movie,NaN,NaN,NaN,NaN
3847,True,,Munnibai,1999,NaN,30 Jul 1999,136 min,"Action, Crime, Drama, Musical",Kanti Shah,"Bashir Babar (dialogue), Kanti Shah","Dharmendra, Sapna Sappu, Durgesh Nandini, Mohan Joshi","A man kills another, and his daughter vows to avenge him, even if it means she must turn herself into a mountain bandit. The killer's daughter defends her father, and the family feud is to be settled outside of the law.",Hindi,India,NaN,https://m.media-amazon.com/images/M/MV5BMzJhNGVlODQtY2RkYy00NGUxLTgyY2ItZWJhM2FhYTA5YjU3XkEyXkFqcGdeQXVyMTA5NzIyMDY5._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}]",NaN,3.8,20,tt1027835,movie,NaN,NaN,NaN,NaN
3848,True,,Luikuri,1999,NaN,12 May 1999,51 min,Documentary,Heikki Veijola,Heikki Veijola,Jarmo Luttinen,NaN,Finnish,Finland,NaN,NaN,[],NaN,NaN,NaN,tt1032206,movie,NaN,NaN,NaN,NaN
3849,True,,I Andros tou Andrea Empeirikou,1999,NaN,NaN,60 min,Documentary,Giorgos Dambasis,Dimitris Polemis (texts),"Giorgis Giatromanolakis, Dimitris Polemis, Dimitris Tarloou",NaN,Greek,Greece,NaN,NaN,[],NaN,NaN,NaN,tt10334102,movie,NaN,NaN,NaN,NaN
3850,True,,Wonton Love,1999,NaN,NaN,90 min,Crime,Napoleon,NaN,"Michael Wai-Man Chan, Catherine Yan Hung, Hoi-San Kwan, Ben Ng",NaN,Cantonese,Hong Kong,NaN,NaN,[],NaN,NaN,NaN,tt10334214,movie,NaN,NaN,NaN,NaN
3851,True,,Wired Angel,1999,NaN,01 Nov 1999,95 min,"Drama, History, Music",Sam Wells,Sam Wells,"Yuri Delaney, Marc Masino, Claudia Reeves, Caroline Ruttle","WIRED ANGEL is a 95 minute feature film, photographed in 16mm Black & White which uses striking and unusual means to convey the story and legend of Joan of Arc. Far from being a ...","English, French",USA,NaN,NaN,[],NaN,NaN,NaN,tt1034088,movie,NaN,NaN,NaN,NaN
3852,True,,Nasrettin Hoca: Ya tutarsa,1999,NaN,NaN,83 min,Comedy,Esat Sekeroglu,Esat Sekeroglu (screenplay),"Aziz Özuysal, Bilge Sinan, Atilla Yigit, Sonay Özden",NaN,Turkish,Turkey,NaN,NaN,[],NaN,NaN,NaN,tt10340976,movie,NaN,NaN,NaN,NaN
3853,True,,Köyhien apostoli,1999,NaN,26 Dec 1999,57 min,Documentary,Timo Humaloja,"Timo Humaloja (screenplay), Pekka Konttori (idea)","Rauno Ahonen, Aku Buckbee, Mia Salo, Jukka Tienhaara",NaN,Finnish,Finland,NaN,NaN,[],NaN,NaN,NaN,tt1037772,movie,NaN,NaN,NaN,NaN
3854,True,,Valparaiso (L'écume des villes),1999,NaN,01 Apr 1999,NaN,Documentary,Marcela Said,Marcela Said,NaN,NaN,"French, Spanish",France,NaN,https://m.media-amazon.com/images/M/MV5BN2EzMjg2MmQtNGI1Zi00ZjNjLThiYzYtMjNhZDBhZWRjNDJmXkEyXkFqcGdeQXVyNTUyMjE5MQ@@._V1_SX300.jpg,[],NaN,NaN,NaN,tt10394600,movie,NaN,NaN,NaN,NaN
3855,True,,Mang jeung,1999,NaN,22 Jan 1999,NaN,NaN,NaN,NaN,"Louis Koo, Annabelle Lau, Man-Tat Ng",NaN,Cantonese,Hong Kong,NaN,https://m.media-amazon.com/images/M/MV5BNjdiMjNiYTctMWE0My00NDAzLWE0ZDktNzgxNWY3ZDRkM2YwXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg,[],NaN,NaN,NaN,tt10409734,movie,NaN,NaN,NaN,NaN
3856,True,,Action in China,1999,NaN,NaN,57 min,Documentary,Wen Pulin,NaN,"Concept 21, Mao Anlong, Wang Deren",Contains footage of the most significant performance art actions in Mainland China from the 1980s to 1990s.,Mandarin,China,NaN,https://m.media-amazon.com/images/M/MV5BM2Y1ODcyMjctMzg4OC00M2RmLTgxZjQtMDE1ZmU2MzM3ZDJlXkEyXkFqcGdeQXVyMjI3MDczMjI@._V1_SX300.jpg,[],NaN,NaN,NaN,tt10423762,movie,NaN,NaN,NaN,NaN
3857,True,,Ashami Bodhu,1999,NaN,NaN,NaN,Action,NaN,NaN,"Alamgir, Bobita, Dildar, Humayun Faridi",NaN,Bengali,Bangladesh,NaN,https://m.media-amazon.com/images/M/MV5BMzNlYTViODgtN2Q0Ny00NzA1LWEwYmEtNDY4NDBmYjAwODY0XkEyXkFqcGdeQXVyODQ5MjQ2MDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",NaN,6.2,8,tt1042470,movie,NaN,NaN,NaN,NaN
3858,True,,Jungle,1999,NaN,01 Aug 1999,NaN,Action,Patrick Rodio,NaN,"Tony Devon, Michael Severns, Allen Strange",NaN,English,United States,NaN,https://m.media-amazon.com/images/M/MV5BMzY3OGZiOWItZDcyYy00OTNhLTkzODktMzg5MzEyMzhkZGVlXkEyXkFqcGdeQXVyMjk2MzM1MTI@._V1_SX300.jpg,[],NaN,NaN,NaN,tt1042513,movie,NaN,NaN,NaN,NaN
3859,True,,T'amo e t'amerò,1999,NaN,NaN,NaN,Comedy,Ninì Grassia,Ninì Grassia,"Luciano Caldore, Andrea Roncato, Francesca Rettondini, Luigi Attrice",NaN,Italian,Italy,NaN,NaN,[],NaN,NaN,NaN,tt1042560,movie,NaN,NaN,NaN,NaN
3860,True,,Fly Girls,1999,NaN,24 May 1999,50 min,Documentary,Laurel Ladevich,Laurel Ladevich,"Mary McDonnell, Kath Soucie",NaN,English,United States,NaN,https://m.media-amazon.com/images/M/MV5BZDk4NTA0ZDAtOWI4ZC00NWZiLTkxOTItMTFiNzI0MjIzYzZmXkEyXkFqcGdeQXVyOTU5ODE5MjM@._V1_SX300.jpg,[],NaN,NaN,NaN,tt10432326,movie,NaN,NaN,NaN,NaN
3861,True,,Pamela Anderson Lee,1999,TV-MA,NaN,48 min,Documentary,NaN,Phillip Dye,"Pamela Anderson, Greg O'Neil",Pamela Anderson is known by name and face around the world both for her titillating performances and her tumultuous personal endeavors. Arguably one of the most recognizable and bankable ...,English,USA,NaN,https://m.media-amazon.com/images/M/MV5BZjE4YTRhZTEtYTY4NC00ZTRkLThkZWMtYWQ0MGZhMWNhOThlXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,[],NaN,NaN,NaN,tt10439244,movie,NaN,NaN,NaN,NaN
3862,True,,Painting with Human Skin,1999,NaN,01 Jul 1999,95 min,Crime,Chih Ping Kao,NaN,"Fat Chung, Feng Ku, Fong Lung, Deric Wan",NaN,Mandarin,Taiwan,NaN,https://m.media-amazon.com/images/M/MV5BYzljOWZkNDMtMTcwZS00NGFhLTk0NWItOWZhM2RmZGE2MjM1XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg,[],NaN,NaN,NaN,tt10457212,movie,NaN,NaN,NaN,NaN
3863,True,,Camping,1999,NaN,01 Jan 1999,95 min,Horror,Julian Norum,NaN,"Julian Norum, Omas Okstad, Tomas Okstad",NaN,Norwegian,Norway,NaN,NaN,[],NaN,NaN,NaN,tt10514172,movie,NaN,NaN,NaN,NaN
3864,True,,La parálisis cerebral,1999,NaN,NaN,NaN,Documentary,Enrique García,NaN,NaN,NaN,Spanish,Spain,NaN,NaN,[],NaN,NaN,NaN,tt1051716,movie,NaN,NaN,NaN,NaN
3865,True,,Skok,1999,NaN,01 Nov 1999,53 min,Drama,Piotr Starzak,Piotr Starzak,"Andrzej Andrzejewski, Bartlomiej Bobrowski, Piotr Borowski, Danuta Borsuk",NaN,Polish,Poland,NaN,NaN,[],NaN,NaN,NaN,tt1054049,movie,NaN,NaN,NaN,NaN
3866,True,,Moti Na Chowkre Sapna Man Ditha,1999,NaN,27 Aug 1999,158 min,Family,Saandeep Patel,Adalja Varsha,"Hasmukh Bhavsar, Kiran Joshi, Hiten Kumar, Roma Manek","Life is tough for Leena as she is the only earning member of a middle-class household wherein the mother is a housewife, father is handicapped and her sister, Surekha, suffers from ...",Gujarati,India,NaN,https://m.media-amazon.com/images/M/MV5BNDMzOThiMzgtZmIyOS00MWU5LWFlNGUtNzRiNWJiYTlkMjhhXkEyXkFqcGdeQXVyNDAyMjYyMzQ@._V1_SX300.jpg,[],NaN,NaN,NaN,tt10555846,movie,NaN,NaN,NaN,NaN
3867,True,,Die Durststrecke - Drei Jungunternehmen im Aufbau,1999,NaN,27 Jan 1999,110 min,Documentary,Eduard Winiger,Eduard Winiger,"Claude Cellier, Dodé Kunz, Gabriel Strebel",NaN,"Italian, German, French, English",Switzerland,NaN,NaN,[],NaN,NaN,NaN,tt1056055,movie,NaN,NaN,NaN,NaN
3868,True,,Days of Memory,1999,NaN,NaN,65 min,Documentary,Saulis Berzinis,Philo Bregstein,NaN,This overview of an academic conference commemorating the 50th anniversary of the destruction of the Vilna Ghetto held in Vilna in 1993 includes contemporary footage juxtaposed with historical visual materials.,"Lithuanian, Yiddish, Hebrew, English",Lithuania,NaN,NaN,[],NaN,NaN,NaN,tt1056174,movie,NaN,NaN,NaN,NaN
3869,True,,Nine the Hard Way,1999,NaN,16 Jan 1999,NaN,Crime,Christian Levatino,Christian Levatino,"Christian Levatino, Bobby Moynihan",NaN,English,United States,NaN,NaN,[],NaN,NaN,NaN,tt10572720,movie,NaN,NaN,NaN,NaN
3870,True,,Ben Dov: Images of a Dreamer,1999,NaN,NaN,55 min,Documentary,Alex Szalat,NaN,Ya'ackov Ben-Dov,"Born near Kiev in 1882, Yakov Ben Dov came to Jerusalem from the Ukraine in 1907 with little more than a still camera to his name. He became one of the most accomplished photographers and filmmakers of his time.","French, Hebrew",France,NaN,NaN,[],NaN,NaN,NaN,tt1057879,movie,NaN,NaN,NaN,NaN
3871,True,,Desire,1999,NaN,NaN,77 min,Drama,Bill Mousoulis,NaN,"Carlo San Giorgio, Juliet Hone, Fiona Latham, Belinda O'Connor","Several interconnecting stories of love, loss, desire and despair, among both gay and straight characters. The main story concerns Anna, a successful but lonely novelist, who falls for ...",English,Australia,NaN,NaN,[],NaN,NaN,NaN,tt10602716,movie,NaN,NaN,NaN,NaN
3872,True,,Åh Yrsa og Valdemar,1999,NaN,NaN,66 min,NaN,Jesper Fonager,NaN,"Marina Bouras, Pernille Kaae Høier, Henrik Lykkegaard, Christian Matschofsky","Danish children show. About two children named Yrsa and Waldemar. Waldemar thinks that his name is ""Og Waldemar"", and Yrsa thinks her name is ""Åh Yrsa. The explanation to this is, that everybody calls them ""Åh Yrsa"", and ""Og Waldemar"".",Danish,Denmark,NaN,NaN,[],NaN,NaN,NaN,tt1060281,movie,NaN,NaN,NaN,NaN
3873,True,,Meitantei Conan: Seiki matsu no majutsushi,1999,NaN,17 Apr 1999,105 min,"Animation, Adventure, Crime","Kenji Kodama, Yasuichirô Yamamoto","Gosho Aoyama, Kazunari Kouchi, Eric Vale","Minami Takayama, Wakana Yamazaki, Akira Kamiya",Kaito Kid plotted to steal a rare Jeweled Easter Egg. Conan(together with his friends) is eager to stop the thief and uncover the mysteries surrounding the Jeweled Egg and the family who owns it.,"English, Japanese, Italian",Japan,NaN,https://m.media-amazon.com/images/M/MV5BYjZjNmNmNDMtYTI2MC00N2QyLWI3NDctOWQ5NmQ4OTQxMWJmXkEyXkFqcGdeQXVyNjUwMTQ4NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",NaN,7.6,"2,220",tt1067920,movie,15 Dec 2009,NaN,NaN,NaN
3874,True,,Carlos Paredes - Crónica de um Guitarrista Amador,1999,NaN,NaN,55 min,"Documentary, Biography, Music",Fernando Matos Silva,NaN,NaN,NaN,Portuguese,Portugal,NaN,NaN,[],NaN,NaN,NaN,tt10683516,movie,NaN,NaN,NaN,NaN
3875,True,,Forever Little,1999,NaN,NaN,1 h 4 min,Documentary,Barbara den Uyl,Barbara den Uyl,NaN,NaN,NaN,NaN,NaN,NaN,[],NaN,NaN,NaN,tt1077086,movie,NaN,NaN,NaN,NaN
3876,True,,The Pinco Triangle,1999,NaN,30 May 1999,NaN,Documentary,"Patrick Crowe, Tristan R. Whiston","Patrick Crowe, Tristan R. Whiston","Rebecca Brooker, Michael Fitzgerald, Andrew Mcnab, Edward Roy","A comedic documentary, that features a variety of interviews with the LGBT residents of the city of Ontario.",English,Canada,NaN,NaN,[],NaN,NaN,NaN,tt10794064,movie,NaN,NaN,NaN,NaN
3877,True,,El Crepúsculo del Escarabajo,1999,NaN,14 Oct 1999,NaN,Drama,Raúl Quintanilla Alvarado,Raúl Quintanilla Alvarado,"Ricardo Cantú, Jesús Hermosillo, Albino Hernández",Every person has a two lives.,Spanish,Mexico,NaN,NaN,[],NaN,NaN,NaN,tt10843910,movie,NaN,NaN,NaN,NaN
3878,True,,VII Rally Internacional dos Sertões,1999,NaN,NaN,NaN,Documentary,Marcos Ermirio de Moraes,NaN,NaN,NaN,Portuguese,Brazil,NaN,NaN,[],NaN,NaN,NaN,tt10849408,movie,NaN,NaN,NaN,NaN
3879,True,,Romathan - Home for the Roma,1999,NaN,30 Sep 1999,90 min,Documentary,"Matthias Heeder, Monika Hielscher",Monika Hielscher,"Edith Adam, Michael Röhrenbach, Martina Schießer",NaN,German,Germany,NaN,NaN,[],NaN,NaN,NaN,tt1085497,movie,NaN,NaN,NaN,NaN
3880,True,,Sarfarosh-E-Hind,1999,NaN,NaN,NaN,Action,D.R. Kaushal,D.R. Kaushal,"Ishrat Ali, Sadashiv Amrapurkar, Arun Bakshi","55 years after attaining independence from the British, India still continues to struggle against issues such as crime, poverty, malnourishment, and corruption. A honest businessman Ranjit Singh, who is forced to bribe the State Chie",Hindi,India,NaN,NaN,[],NaN,NaN,NaN,tt1087644,movie,NaN,NaN,NaN,NaN
3881,True,,Steve Martin: Seriously Funny,1999,NaN,NaN,NaN,Documentary,Adrian Sibley,NaN,"John Cleese, Nora Ephron",Documentary with and about comedian and film star Steve Martin who reads scenes from his self-penned plays and films and reveals hidden talents for roller skating and the banjo.,NaN,NaN,NaN,NaN,[],NaN,NaN,NaN,tt1089768,movie,NaN,NaN,NaN,NaN
